Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Skills,Performance_Score,Layoff_Risk,Skill_Count,Experience_Age_Ratio,Employee_Risk_Score,Employee_Risk_Level
Bachelors,2013,Bangalore,3,28,Female,No,3,0,"machine learning,python",5,0,2,0.10714285714285714,0.27171691927015085,Low
Bachelors,2015,Pune,3,24,Male,No,2,0,"ci/cd,devops,linux",3,0,3,0.08333333333333333,0.060827301623102084,Low
Bachelors,2012,Bangalore,3,26,Male,No,4,0,"data engineering,spark",3,0,2,0.15384615384615385,0.05555058002586629,Low
Bachelors,2014,New Delhi,3,25,Female,No,3,0,"data analysis,python,sql",4,0,3,0.12,0.0752617265751855,Low
Masters,2017,New Delhi,1,26,Male,No,4,0,"java,microservices,spring boot",1,0,3,0.15384615384615385,0.26106670950596983,Low
Bachelors,2016,Bangalore,3,25,Female,No,3,0,"javascript,react,ui/ux",5,0,3,0.12,0.10293689653366522,Low
Bachelors,2013,Pune,2,26,Male,Yes,4,0,"aws,docker,kubernetes",3,0,3,0.15384615384615385,0.17119759817762795,Low
Bachelors,2018,Pune,1,26,Male,Yes,4,0,"cybersecurity,networking",3,0,2,0.15384615384615385,0.7044850135117203,High
Bachelors,2017,Bangalore,3,24,Male,No,2,0,"machine learning,python",2,0,2,0.08333333333333333,0.3279915556619594,Low
Bachelors,2016,Bangalore,3,24,Male,No,2,0,"ci/cd,devops,linux",1,0,3,0.08333333333333333,0.1703968895381109,Low
Bachelors,2014,Bangalore,3,24,Female,No,2,0,"data engineering,spark",2,0,2,0.08333333333333333,0.17775317697318224,Low
PHD,2017,New Delhi,3,28,Male,No,3,0,"data analysis,python,sql",5,0,3,0.10714285714285714,0.08163312040712908,Low
Bachelors,2017,New Delhi,2,24,Female,No,2,1,"java,microservices,spring boot",5,1,3,0.08333333333333333,0.2520774010127068,Low
Bachelors,2015,Bangalore,3,25,Female,No,3,0,"javascript,react,ui/ux",5,0,3,0.12,0.11953619085367839,Low
Bachelors,2015,Pune,3,26,Male,No,4,0,"aws,docker,kubernetes",3,0,3,0.15384615384615385,0.048189594480477216,Low
Masters,2014,Bangalore,3,27,Male,No,5,1,"cybersecurity,networking",5,1,2,0.18518518518518517,0.8892722725550593,High
Bachelors,2012,Pune,3,24,Female,No,2,1,"machine learning,python",4,1,2,0.08333333333333333,0.7643108577153171,High
Bachelors,2015,Pune,2,26,Female,No,4,1,"ci/cd,devops,linux",1,1,3,0.15384615384615385,0.9449868892822859,High
Bachelors,2013,Bangalore,3,24,Female,No,2,0,"data engineering,spark",3,0,2,0.08333333333333333,0.22965330478429377,Low
Bachelors,2017,Bangalore,3,26,Female,No,4,0,"data analysis,python,sql",3,0,3,0.15384615384615385,0.18708400484604795,Low
Masters,2017,New Delhi,3,26,Male,No,4,0,"java,microservices,spring boot",1,0,3,0.15384615384615385,0.5125912613420842,Low
Bachelors,2016,Bangalore,3,24,Male,No,2,0,"javascript,react,ui/ux",5,0,3,0.08333333333333333,0.09798452210584603,Low
Bachelors,2015,Pune,3,28,Male,No,2,0,"aws,docker,kubernetes",3,0,3,0.07142857142857142,0.049940616587470094,Low
Bachelors,2013,Bangalore,3,27,Male,No,5,0,"cybersecurity,networking",4,0,2,0.18518518518518517,0.16887958912325318,Low
Bachelors,2012,Bangalore,3,24,Male,Yes,2,0,"machine learning,python",4,0,2,0.08333333333333333,0.15171252012352154,Low
Masters,2015,Pune,2,28,Female,No,0,0,"ci/cd,devops,linux",3,0,3,0.0,0.10594884361845094,Low
Bachelors,2017,Pune,3,26,Male,Yes,4,0,"data engineering,spark",5,0,2,0.15384615384615385,0.12300266127144624,Low
Bachelors,2018,Bangalore,3,27,Female,No,5,1,"data analysis,python,sql",4,1,3,0.18518518518518517,0.9181246256767711,High
Masters,2017,Pune,3,27,Male,No,5,1,"java,microservices,spring boot",1,1,3,0.18518518518518517,0.6950667989441153,High
Bachelors,2013,Bangalore,1,27,Female,No,5,0,"javascript,react,ui/ux",2,0,3,0.18518518518518517,0.17489150380986423,Low
Bachelors,2016,Bangalore,3,27,Female,No,5,0,"aws,docker,kubernetes",2,0,3,0.18518518518518517,0.22770096625745664,Low
Bachelors,2013,Pune,3,28,Male,No,1,0,"cybersecurity,networking",4,0,2,0.03571428571428571,0.051706220328511375,Low
Bachelors,2017,Pune,3,28,Male,No,2,0,"machine learning,python",4,0,2,0.07142857142857142,0.056818491595329555,Low
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"ci/cd,devops,linux",3,0,3,0.15384615384615385,0.08114921560514889,Low
Bachelors,2015,Bangalore,3,25,Female,No,3,0,"data engineering,spark",2,0,2,0.12,0.30185793036203623,Low
Bachelors,2015,Pune,3,24,Female,No,2,1,"data analysis,python,sql",2,1,3,0.08333333333333333,0.8848693272674396,High
Bachelors,2014,New Delhi,3,28,Male,No,1,0,"java,microservices,spring boot",1,0,3,0.03571428571428571,0.09659993112105666,Low
Bachelors,2017,New Delhi,2,28,Female,No,2,0,"javascript,react,ui/ux",1,0,3,0.07142857142857142,0.1546087408978461,Low
Masters,2015,New Delhi,3,26,Male,No,4,1,"aws,docker,kubernetes",5,1,3,0.15384615384615385,0.6573415253657403,High
PHD,2014,New Delhi,3,25,Male,No,3,0,"cybersecurity,networking",4,0,2,0.12,0.07990972114147327,Low
Bachelors,2013,Bangalore,3,25,Male,No,3,0,"machine learning,python",2,0,2,0.12,0.13839019098228694,Low
Bachelors,2017,Bangalore,3,25,Male,No,3,0,"ci/cd,devops,linux",3,0,3,0.12,0.1168813730608819,Low
Bachelors,2013,New Delhi,2,24,Female,No,2,1,"data engineering,spark",1,1,2,0.08333333333333333,0.8628812832220916,High
Bachelors,2014,Pune,3,25,Male,No,3,0,"data analysis,python,sql",3,0,3,0.12,0.26593950152972473,Low
Bachelors,2017,New Delhi,3,25,Female,No,3,0,"java,microservices,spring boot",4,0,3,0.12,0.06831797828593938,Low
Masters,2017,New Delhi,2,24,Male,Yes,2,1,"javascript,react,ui/ux",2,1,3,0.08333333333333333,0.8856312071727412,High
Bachelors,2015,New Delhi,3,28,Female,No,2,0,"aws,docker,kubernetes",2,0,3,0.07142857142857142,0.07028326817718288,Low
Bachelors,2017,Bangalore,3,27,Male,No,5,1,"cybersecurity,networking",1,1,2,0.18518518518518517,0.29141918436637565,Low
Bachelors,2015,Pune,3,26,Male,No,4,0,"machine learning,python",4,0,2,0.15384615384615385,0.04700398434568494,Low
Bachelors,2017,Pune,2,27,Female,No,5,1,"ci/cd,devops,linux",4,1,3,0.18518518518518517,0.9343992400048637,High
Bachelors,2016,Bangalore,3,24,Male,No,2,0,"data engineering,spark",4,0,2,0.08333333333333333,0.22502204133724435,Low
Bachelors,2014,Bangalore,2,26,Female,No,4,1,"data analysis,python,sql",4,1,3,0.15384615384615385,0.8090379064383265,High
Masters,2017,New Delhi,2,25,Female,No,3,0,"java,microservices,spring boot",5,0,3,0.12,0.4948571371289714,Low
Bachelors,2012,New Delhi,3,25,Female,No,3,0,"javascript,react,ui/ux",4,0,3,0.12,0.07307769974343978,Low
Bachelors,2014,Bangalore,3,27,Male,No,5,0,"aws,docker,kubernetes",5,0,3,0.18518518518518517,0.11778370005024015,Low
Bachelors,2017,New Delhi,3,27,Male,No,5,0,"cybersecurity,networking",1,0,2,0.18518518518518517,0.06648343744899751,Low
Bachelors,2018,Bangalore,3,25,Female,No,3,1,"machine learning,python",2,1,2,0.12,0.9337154662731862,High
Bachelors,2016,Pune,3,27,Female,No,5,0,"ci/cd,devops,linux",4,0,3,0.18518518518518517,0.8112925823910704,High
Bachelors,2017,Bangalore,3,24,Male,No,2,0,"data engineering,spark",3,0,2,0.08333333333333333,0.42936341112022197,Low
Bachelors,2014,Pune,2,28,Female,No,1,1,"data analysis,python,sql",2,1,3,0.03571428571428571,0.9412506660075117,High
Bachelors,2017,Bangalore,2,28,Female,No,2,1,"java,microservices,spring boot",1,1,3,0.07142857142857142,0.7490530131262467,High
Bachelors,2017,New Delhi,2,26,Female,No,4,1,"javascript,react,ui/ux",5,1,3,0.15384615384615385,0.3572379794514843,Low
Bachelors,2013,Pune,2,27,Female,No,5,1,"aws,docker,kubernetes",1,1,3,0.18518518518518517,0.942193809009131,High
Bachelors,2012,Bangalore,3,24,Female,No,2,0,"cybersecurity,networking",3,0,2,0.08333333333333333,0.14318988183052123,Low
Masters,2017,Pune,2,27,Female,No,5,0,"machine learning,python",1,0,2,0.18518518518518517,0.1498509690199185,Low
Bachelors,2015,New Delhi,3,24,Male,No,2,0,"ci/cd,devops,linux",5,0,3,0.08333333333333333,0.07459580911531327,Low
Bachelors,2013,New Delhi,3,28,Female,Yes,2,0,"data engineering,spark",5,0,2,0.07142857142857142,0.13281380805252024,Low
Bachelors,2016,New Delhi,3,28,Male,No,0,0,"data analysis,python,sql",1,0,3,0.0,0.06794680394036703,Low
Bachelors,2016,Bangalore,3,26,Male,No,4,0,"java,microservices,spring boot",1,0,3,0.15384615384615385,0.05697201220803737,Low
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,"javascript,react,ui/ux",1,1,3,0.18518518518518517,0.922108733071027,High
Bachelors,2015,Bangalore,3,25,Male,No,3,0,"aws,docker,kubernetes",4,0,3,0.12,0.09404037777260613,Low
Bachelors,2014,Bangalore,3,26,Male,No,4,0,"cybersecurity,networking",4,0,2,0.15384615384615385,0.058563646941568084,Low
Bachelors,2018,Pune,3,24,Male,Yes,2,1,"machine learning,python",2,1,2,0.08333333333333333,0.911558496455451,High
Bachelors,2017,Bangalore,3,26,Male,Yes,4,0,"ci/cd,devops,linux",4,0,3,0.15384615384615385,0.07879539348714334,Low
Bachelors,2016,Bangalore,3,26,Male,No,4,0,"data engineering,spark",3,0,2,0.15384615384615385,0.05052446179978515,Low
Bachelors,2012,Bangalore,3,26,Male,Yes,4,0,"data analysis,python,sql",2,0,3,0.15384615384615385,0.07546771010662869,Low
Masters,2017,Bangalore,2,27,Male,No,5,0,"java,microservices,spring boot",4,0,3,0.18518518518518517,0.6075772035259422,Medium
Bachelors,2016,Bangalore,3,25,Female,No,3,0,"javascript,react,ui/ux",2,0,3,0.12,0.09298665837219473,Low
Masters,2013,Pune,3,25,Male,No,3,0,"aws,docker,kubernetes",2,0,3,0.12,0.39271634255302545,Low
Masters,2016,New Delhi,3,27,Male,No,5,1,"cybersecurity,networking",2,1,2,0.18518518518518517,0.7198215055448658,High
Bachelors,2014,Bangalore,3,28,Female,No,1,0,"machine learning,python",3,0,2,0.03571428571428571,0.14673080420672538,Low
Bachelors,2014,Bangalore,3,25,Male,No,3,0,"ci/cd,devops,linux",2,0,3,0.12,0.12388316852772156,Low
PHD,2013,Bangalore,2,25,Male,No,3,1,"data engineering,spark",5,1,2,0.12,0.667852092072762,High
Bachelors,2017,New Delhi,3,25,Male,No,3,0,"data analysis,python,sql",4,0,3,0.12,0.0780878361262577,Low
Bachelors,2015,Bangalore,3,24,Male,No,2,0,"java,microservices,spring boot",3,0,3,0.08333333333333333,0.07704782088273267,Low
Masters,2015,Bangalore,3,26,Female,No,4,1,"javascript,react,ui/ux",1,1,3,0.15384615384615385,0.7471954347864433,High
Bachelors,2013,Bangalore,3,25,Female,No,3,0,"aws,docker,kubernetes",2,0,3,0.12,0.11811416760663622,Low
Bachelors,2015,New Delhi,2,24,Female,No,2,1,"cybersecurity,networking",4,1,2,0.08333333333333333,0.6889816840418981,High
Masters,2015,New Delhi,2,27,Female,No,5,1,"machine learning,python",3,1,2,0.18518518518518517,0.7070224196934624,High
Bachelors,2017,New Delhi,2,26,Male,No,4,0,"ci/cd,devops,linux",1,0,3,0.15384615384615385,0.05600928284725783,Low
Bachelors,2013,Bangalore,3,25,Male,No,3,0,"data engineering,spark",3,0,2,0.12,0.09386799193470857,Low
PHD,2017,New Delhi,3,24,Male,No,2,0,"data analysis,python,sql",3,0,3,0.08333333333333333,0.10714563579336636,Low
Masters,2015,Bangalore,3,27,Male,No,5,1,"java,microservices,spring boot",3,1,3,0.18518518518518517,0.8687246269099658,High
Bachelors,2015,New Delhi,2,28,Female,No,1,1,"javascript,react,ui/ux",5,1,3,0.03571428571428571,0.7448138663246964,High
Bachelors,2014,Bangalore,3,28,Male,No,2,1,"aws,docker,kubernetes",5,1,3,0.07142857142857142,0.43864233741323905,Low
Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,"cybersecurity,networking",5,0,2,0.12,0.1693459437887645,Low
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"machine learning,python",2,0,2,0.15384615384615385,0.05333323130669141,Low
Masters,2017,New Delhi,1,27,Male,No,5,0,"ci/cd,devops,linux",4,0,3,0.18518518518518517,0.2382735409535571,Low
Bachelors,2018,Bangalore,3,27,Male,No,5,1,"data engineering,spark",2,1,2,0.18518518518518517,0.9203544586105504,High
Bachelors,2014,Bangalore,3,24,Male,No,2,0,"data analysis,python,sql",5,0,3,0.08333333333333333,0.1525769662422162,Low
Bachelors,2013,Bangalore,3,28,Male,No,0,0,"java,microservices,spring boot",2,0,3,0.0,0.11104860048930158,Low
Bachelors,2013,Bangalore,3,24,Male,No,2,0,"javascript,react,ui/ux",4,0,3,0.08333333333333333,0.11186529692957788,Low
Bachelors,2012,Bangalore,3,28,Female,No,1,1,"aws,docker,kubernetes",4,1,3,0.03571428571428571,0.29004084602736846,Low
Bachelors,2014,Bangalore,3,26,Male,No,4,0,"cybersecurity,networking",3,0,2,0.15384615384615385,0.07105285707446354,Low
Masters,2017,New Delhi,2,28,Male,No,3,0,"machine learning,python",1,0,2,0.10714285714285714,0.14472218025090866,Low
Bachelors,2013,Pune,3,24,Female,No,2,1,"ci/cd,devops,linux",1,1,3,0.08333333333333333,0.8208212916898006,High
Masters,2017,New Delhi,2,24,Male,No,2,1,"data engineering,spark",4,1,2,0.08333333333333333,0.7260643687190528,High
Bachelors,2014,Bangalore,3,28,Female,No,1,1,"data analysis,python,sql",5,1,3,0.03571428571428571,0.20389003389180016,Low
Bachelors,2018,Bangalore,3,25,Male,No,3,1,"java,microservices,spring boot",3,1,3,0.12,0.9387907306192442,High
Masters,2012,New Delhi,3,27,Female,No,5,0,"javascript,react,ui/ux",1,0,3,0.18518518518518517,0.39218301084665086,Low
Masters,2014,New Delhi,3,26,Male,No,4,0,"aws,docker,kubernetes",5,0,3,0.15384615384615385,0.5299155370190645,Low
Bachelors,2017,Bangalore,3,28,Male,No,5,0,"cybersecurity,networking",3,0,2,0.17857142857142858,0.1070831532438297,Low
Bachelors,2017,Pune,3,28,Female,No,1,0,"machine learning,python",3,0,2,0.03571428571428571,0.5431877511475579,Medium
Bachelors,2016,Bangalore,3,24,Male,No,2,0,"ci/cd,devops,linux",2,0,3,0.08333333333333333,0.07303116585650446,Low
Bachelors,2016,New Delhi,3,24,Male,Yes,2,0,"data engineering,spark",3,0,2,0.08333333333333333,0.11842936088006331,Low
Masters,2018,New Delhi,3,28,Male,Yes,2,1,"data analysis,python,sql",1,1,3,0.07142857142857142,0.8960299380551457,High
Bachelors,2014,Bangalore,3,25,Male,No,3,0,"java,microservices,spring boot",3,0,3,0.12,0.23401714782672461,Low
Masters,2013,New Delhi,3,25,Male,No,3,1,"javascript,react,ui/ux",4,1,3,0.12,0.6870036920813675,High
Masters,2017,Bangalore,3,28,Female,No,0,1,"aws,docker,kubernetes",4,1,3,0.0,0.7233424282566192,High
PHD,2018,Bangalore,3,26,Male,No,4,1,"cybersecurity,networking",5,1,2,0.15384615384615385,0.9247486269956795,High
Bachelors,2017,Bangalore,1,24,Male,No,2,0,"machine learning,python",5,0,2,0.08333333333333333,0.08882783710981865,Low
Bachelors,2017,New Delhi,2,25,Male,No,3,0,"ci/cd,devops,linux",5,0,3,0.12,0.08823425980527903,Low
Masters,2015,Pune,2,28,Female,No,0,0,"data engineering,spark",3,0,2,0.0,0.15931152947887928,Low
Bachelors,2014,Pune,2,27,Female,No,5,1,"data analysis,python,sql",3,1,3,0.18518518518518517,0.9442078765238968,High
Bachelors,2014,Bangalore,3,25,Male,No,3,0,"java,microservices,spring boot",4,0,3,0.12,0.3389568999924662,Low
Bachelors,2017,Pune,3,27,Male,Yes,5,0,"javascript,react,ui/ux",2,0,3,0.18518518518518517,0.09807226058057703,Low
Bachelors,2017,Bangalore,3,28,Male,No,2,0,"aws,docker,kubernetes",5,0,3,0.07142857142857142,0.40261527373511896,Low
Bachelors,2014,Bangalore,3,28,Male,No,1,0,"cybersecurity,networking",4,0,2,0.03571428571428571,0.09604121365559078,Low
Bachelors,2014,New Delhi,3,28,Female,No,3,0,"machine learning,python",5,0,2,0.10714285714285714,0.06081169115383489,Low
Bachelors,2015,New Delhi,2,29,Female,No,1,1,"ci/cd,devops,linux",2,1,3,0.034482758620689655,0.8023821867406167,High
Bachelors,2012,Bangalore,3,29,Male,No,1,0,"data engineering,spark",5,0,2,0.034482758620689655,0.14148874919773385,Low
Bachelors,2017,Pune,2,26,Male,No,4,0,"data analysis,python,sql",3,0,3,0.15384615384615385,0.06297765695315724,Low
Bachelors,2015,Pune,3,28,Female,No,2,1,"java,microservices,spring boot",5,1,3,0.07142857142857142,0.8980207813122876,High
Bachelors,2016,Pune,3,26,Male,No,4,0,"javascript,react,ui/ux",3,0,3,0.15384615384615385,0.053053590099218305,Low
Masters,2017,New Delhi,3,26,Female,No,4,0,"aws,docker,kubernetes",1,0,3,0.15384615384615385,0.23131340617137322,Low
Bachelors,2013,Pune,3,26,Male,No,4,0,"cybersecurity,networking",3,0,2,0.15384615384615385,0.0455402308339567,Low
Bachelors,2017,Bangalore,3,28,Male,No,1,0,"machine learning,python",4,0,2,0.03571428571428571,0.1337813775361103,Low
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"ci/cd,devops,linux",3,0,3,0.15384615384615385,0.08114921560514889,Low
Bachelors,2015,Pune,3,28,Female,Yes,2,1,"data engineering,spark",3,1,2,0.07142857142857142,0.890284370121319,High
Bachelors,2017,New Delhi,3,28,Female,No,1,0,"data analysis,python,sql",2,0,3,0.03571428571428571,0.12058785906564602,Low
Bachelors,2016,New Delhi,3,27,Female,Yes,5,0,"java,microservices,spring boot",1,0,3,0.18518518518518517,0.116123549388784,Low
Bachelors,2018,Pune,3,27,Male,No,5,1,"javascript,react,ui/ux",1,1,3,0.18518518518518517,0.9126179758630097,High
Bachelors,2014,Bangalore,3,29,Male,Yes,2,0,"aws,docker,kubernetes",5,0,3,0.06896551724137931,0.14126910199749243,Low
Bachelors,2015,Pune,2,28,Female,No,2,1,"cybersecurity,networking",4,1,2,0.07142857142857142,0.9466676820973741,High
Bachelors,2017,Pune,3,26,Female,No,4,1,"machine learning,python",3,1,2,0.15384615384615385,0.9115247213287393,High
Masters,2017,New Delhi,3,28,Male,No,2,0,"ci/cd,devops,linux",1,0,3,0.07142857142857142,0.14084549903751514,Low
Bachelors,2017,Pune,3,26,Male,No,4,0,"data engineering,spark",1,0,2,0.15384615384615385,0.08520957576940616,Low
Bachelors,2017,Pune,3,26,Female,No,4,1,"data analysis,python,sql",5,1,3,0.15384615384615385,0.9301529998449473,High
Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,"java,microservices,spring boot",5,1,3,0.15384615384615385,0.9119925451038915,High
Bachelors,2014,Pune,3,30,Male,No,2,0,"javascript,react,ui/ux",2,0,3,0.06666666666666667,0.05768313819204647,Low
Masters,2017,New Delhi,3,29,Male,No,2,1,"aws,docker,kubernetes",2,1,3,0.06896551724137931,0.3972681937160901,Low
Masters,2017,Pune,2,26,Female,No,4,0,"cybersecurity,networking",3,0,2,0.15384615384615385,0.4305124360674248,Low
Masters,2015,New Delhi,3,28,Female,No,2,0,"machine learning,python",5,0,2,0.07142857142857142,0.252785353740824,Low
Bachelors,2016,Bangalore,3,30,Female,No,2,1,"ci/cd,devops,linux",1,1,3,0.06666666666666667,0.4130573468979035,Low
Bachelors,2012,Bangalore,3,26,Female,No,4,1,"data engineering,spark",2,1,2,0.15384615384615385,0.3561877992298602,Low
Bachelors,2014,Bangalore,3,29,Male,No,1,0,"data analysis,python,sql",1,0,3,0.034482758620689655,0.08630674142261865,Low
Bachelors,2012,Bangalore,3,26,Male,No,4,0,"java,microservices,spring boot",2,0,3,0.15384615384615385,0.08056327214144439,Low
Bachelors,2018,Bangalore,3,26,Male,Yes,4,1,"javascript,react,ui/ux",1,1,3,0.15384615384615385,0.9232908178172015,High
PHD,2018,New Delhi,2,29,Female,No,1,1,"aws,docker,kubernetes",3,1,3,0.034482758620689655,0.8063758296405265,High
Masters,2013,New Delhi,3,26,Male,No,4,1,"cybersecurity,networking",5,1,2,0.15384615384615385,0.8456323509528684,High
Masters,2015,Pune,3,30,Female,No,2,0,"machine learning,python",2,0,2,0.06666666666666667,0.22110637155602264,Low
Bachelors,2018,Pune,3,26,Male,No,4,1,"ci/cd,devops,linux",4,1,3,0.15384615384615385,0.9211352051413174,High
Masters,2013,New Delhi,2,29,Female,No,2,1,"data engineering,spark",1,1,2,0.06896551724137931,0.7881597683442414,High
Bachelors,2016,Bangalore,3,29,Male,No,2,0,"data analysis,python,sql",5,0,3,0.06896551724137931,0.10393506140515599,Low
Bachelors,2013,Bangalore,3,28,Male,Yes,1,0,"java,microservices,spring boot",2,0,3,0.03571428571428571,0.15290425386365145,Low
Bachelors,2017,Pune,2,26,Female,No,4,1,"javascript,react,ui/ux",5,1,3,0.15384615384615385,0.9406168938674762,High
Masters,2017,Pune,2,30,Female,No,2,0,"aws,docker,kubernetes",1,0,3,0.06666666666666667,0.2707937302750234,Low
Bachelors,2015,Pune,2,30,Female,Yes,1,1,"cybersecurity,networking",5,1,2,0.03333333333333333,0.9439958322128646,High
Masters,2017,New Delhi,2,29,Female,No,2,1,"machine learning,python",2,1,2,0.06896551724137931,0.39233087774953695,Low
Bachelors,2015,Bangalore,3,30,Male,No,2,0,"ci/cd,devops,linux",2,0,3,0.06666666666666667,0.12650767470468838,Low
Bachelors,2015,Bangalore,3,27,Female,No,5,1,"data engineering,spark",5,1,2,0.18518518518518517,0.1095414993425031,Low
Bachelors,2017,Pune,3,27,Female,No,5,1,"data analysis,python,sql",5,1,3,0.18518518518518517,0.9149893082228926,High
Bachelors,2014,Bangalore,3,30,Male,No,2,0,"java,microservices,spring boot",3,0,3,0.06666666666666667,0.1695608964518561,Low
Bachelors,2014,Bangalore,3,26,Female,No,4,0,"javascript,react,ui/ux",3,0,3,0.15384615384615385,0.07921827137617968,Low
Masters,2013,New Delhi,3,26,Male,No,4,0,"aws,docker,kubernetes",1,0,3,0.15384615384615385,0.35628667140786147,Low
Bachelors,2013,New Delhi,3,29,Female,No,1,1,"cybersecurity,networking",1,1,2,0.034482758620689655,0.33781281620432496,Low
Bachelors,2018,New Delhi,3,27,Female,No,5,1,"machine learning,python",5,1,2,0.18518518518518517,0.9020411343939324,High
Bachelors,2014,Bangalore,3,29,Male,No,1,0,"ci/cd,devops,linux",1,0,3,0.034482758620689655,0.09002080354075642,Low
Bachelors,2017,Pune,3,26,Female,No,4,1,"data engineering,spark",5,1,2,0.15384615384615385,0.9235883489826573,High
Masters,2015,Bangalore,2,27,Female,Yes,5,1,"data analysis,python,sql",2,1,3,0.18518518518518517,0.859827660547478,High
Masters,2017,New Delhi,2,29,Female,No,2,0,"java,microservices,spring boot",1,0,3,0.06896551724137931,0.13298298764730226,Low
Masters,2017,Bangalore,3,26,Female,No,4,0,"javascript,react,ui/ux",2,0,3,0.15384615384615385,0.5612870127592581,Medium
Bachelors,2015,Bangalore,3,28,Male,No,2,0,"aws,docker,kubernetes",1,0,3,0.07142857142857142,0.20967273041558201,Low
Bachelors,2013,Bangalore,3,27,Male,No,5,1,"cybersecurity,networking",3,1,2,0.18518518518518517,0.33486082512391063,Low
Bachelors,2014,New Delhi,3,28,Female,No,2,0,"machine learning,python",1,0,2,0.07142857142857142,0.06685946121152749,Low
Bachelors,2012,Bangalore,3,29,Male,No,1,1,"ci/cd,devops,linux",4,1,3,0.034482758620689655,0.32105672522417755,Low
Bachelors,2016,New Delhi,3,28,Female,No,2,0,"data engineering,spark",5,0,2,0.07142857142857142,0.06816508686484711,Low
Masters,2012,New Delhi,3,26,Female,No,4,1,"data analysis,python,sql",5,1,3,0.15384615384615385,0.7979025458851366,High
Bachelors,2014,Bangalore,3,26,Male,No,4,0,"java,microservices,spring boot",2,0,3,0.15384615384615385,0.15230917473178326,Low
Bachelors,2017,Pune,3,28,Male,No,2,0,"javascript,react,ui/ux",3,0,3,0.07142857142857142,0.062033016343050716,Low
Bachelors,2012,Bangalore,2,27,Female,No,5,1,"aws,docker,kubernetes",4,1,3,0.18518518518518517,0.7361764637189936,High
Bachelors,2018,Bangalore,3,28,Male,No,1,1,"cybersecurity,networking",5,1,2,0.03571428571428571,0.9189026759185317,High
Bachelors,2015,Pune,2,26,Female,No,4,1,"machine learning,python",3,1,2,0.15384615384615385,0.9462849397183243,High
PHD,2016,Bangalore,3,29,Female,No,1,0,"ci/cd,devops,linux",5,0,3,0.034482758620689655,0.10180649768802308,Low
Masters,2018,Bangalore,3,30,Female,No,2,1,"data engineering,spark",1,1,2,0.06666666666666667,0.9163432266675136,High
Bachelors,2014,Bangalore,3,28,Female,No,2,0,"data analysis,python,sql",2,0,3,0.07142857142857142,0.12050045137576278,Low
Masters,2017,New Delhi,2,30,Male,No,2,0,"java,microservices,spring boot",1,0,3,0.06666666666666667,0.09043677218262176,Low
Bachelors,2012,Bangalore,3,30,Male,No,1,0,"javascript,react,ui/ux",2,0,3,0.03333333333333333,0.17147339055834418,Low
Masters,2017,New Delhi,2,30,Male,No,2,0,"aws,docker,kubernetes",5,0,3,0.06666666666666667,0.13521992706084493,Low
Bachelors,2017,New Delhi,3,26,Male,No,4,0,"cybersecurity,networking",5,0,2,0.15384615384615385,0.046643688469508005,Low
Bachelors,2017,Bangalore,3,28,Female,No,2,0,"machine learning,python",2,0,2,0.07142857142857142,0.11524714966748381,Low
Masters,2013,New Delhi,3,26,Female,No,4,0,"ci/cd,devops,linux",3,0,3,0.15384615384615385,0.6069744804289455,Medium
PHD,2015,New Delhi,1,29,Male,No,2,0,"data engineering,spark",3,0,2,0.06896551724137931,0.09352748612576203,Low
Masters,2017,New Delhi,2,27,Female,No,5,1,"data analysis,python,sql",5,1,3,0.18518518518518517,0.6224743754690198,High
Bachelors,2016,Pune,3,30,Male,No,1,0,"java,microservices,spring boot",2,0,3,0.03333333333333333,0.05606930219641861,Low
Bachelors,2012,Bangalore,3,26,Male,No,4,1,"javascript,react,ui/ux",3,1,3,0.15384615384615385,0.5522576335519206,Medium
Bachelors,2014,Pune,2,29,Female,No,2,1,"aws,docker,kubernetes",5,1,3,0.06896551724137931,0.9450946444938623,High
Bachelors,2016,Bangalore,3,30,Male,No,2,0,"cybersecurity,networking",2,0,2,0.06666666666666667,0.1308511513862151,Low
Bachelors,2013,Bangalore,3,27,Female,No,5,0,"machine learning,python",3,0,2,0.18518518518518517,0.10945692885233085,Low
PHD,2015,New Delhi,2,29,Female,Yes,1,0,"ci/cd,devops,linux",4,0,3,0.034482758620689655,0.22396023081612465,Low
Bachelors,2012,Bangalore,3,27,Male,No,5,0,"data engineering,spark",2,0,2,0.18518518518518517,0.12965568056231563,Low
Bachelors,2018,Bangalore,3,30,Male,No,2,1,"data analysis,python,sql",2,1,3,0.06666666666666667,0.9362948989348014,High
Masters,2017,Pune,2,29,Female,No,2,0,"java,microservices,spring boot",3,0,3,0.06896551724137931,0.24420314804999382,Low
Masters,2016,Bangalore,3,29,Female,No,2,0,"javascript,react,ui/ux",1,0,3,0.06896551724137931,0.4644303094699704,Low
Bachelors,2017,Bangalore,3,27,Female,No,5,1,"aws,docker,kubernetes",3,1,3,0.18518518518518517,0.40920262327578394,Low
